-8.2,148.4,10
-8.1,148.4,5
-7.7,148.2,7
-7.5,148.4,2
-7.7,148.0,7
-8.2,148.3,8
3.4,-6.0,4
4.2,-5.6,2
15.3,-102.0,68
-6.1,26.1,8
-16.8,143.1,18
-37.6,19.6,3
15.2,-102.2,2
-16.8,124.5,4
-1.6,27.3,1
-6.4,-74.4,76
31.9,-53.3,40
-37.6,19.7,15
-1.7,27.2,4
-18.4,123.7,17
-0.2,113.7,3
38.8,-56.9,2
38.7,-56.9,1
-28.1,28.3,1
-6.3,-74.5,13
-2.1,-76.0,19
4.1,26.2,16
38.9,-56.9,5
-27.6,152.2,2
-3.1,31.0,1
6.8,26.1,4
-8.4,-50.8,2
32.5,-52.8,18
-10.9,40.6,13
-4.7,12.3,1
-3.7,11.7,2
-2.1,-76.8,1
-2.4,-77.2,1
-2.1,-76.7,3
-16.1,143.0,1
0.8,20.9,2
38.9,-56.6,1
4.9,26.3,1
-16.6,123.2,11
-16.5,123.1,1
-16.5,123.2,7
-4.7,18.4,2
-11.3,134.7,17
-10.7,135.3,4
14.5,-123.6,1
0.2,27.0,18
-16.6,123.1,5
-1.5,-70.7,6
-4.6,18.4,4
-20.6,-175.1,8
-6.3,-74.4,31
-6.3,-74.3,2
-2.3,-74.5,2
-2.7,28.5,1
-16.6,143.4,46
-2.6,28.5,4
-7.0,26.2,10
5.9,26.5,5
-14.6,39.4,2
-7.0,26.3,3
-16.5,143.4,8
-16.8,123.4,2
6.0,26.5,12
4.0,-4.2,10
-6.8,-50.9,11
-6.8,-50.8,19
-2.4,121.5,1
-2.2,121.9,3
-1.4,122.2,1
-0.6,-70.6,81
16.4,-100.9,10
-5.8,33.6,3
5.6,111.1,8
5.5,111.1,11
5.6,111.2,5
-4.3,142.5,1
5.1,26.9,14
-17.6,160.7,2
-17.5,160.7,2
-10.2,26.2,4
-28.5,151.6,19
-28.9,151.1,11
-28.9,151.0,3
3.7,32.6,2
-18.6,47.5,6
-11.0,40.6,17
-4.6,106.1,1
-4.8,105.8,1
-4.8,105.7,2
2.9,5.8,4
3.4,-3.4,3
-8.7,21.4,1
4.2,26.5,21
30.1,-54.5,2
-18.3,122.7,112
-7.1,27.5,4
-28.8,152.4,3
5.7,111.0,6
5.7,111.1,5
2.8,-8.7,2
2.7,-8.7,5
-2.4,-74.8,1
-20.6,-175.2,10
-9.6,123.6,1
-9.8,123.6,12
1.0,18.9,2
2.2,5.8,4
1.1,19.0,3
-6.9,-50.9,6
-8.9,-70.1,1
-7.0,-51.0,1
-0.6,27.3,4
-9.8,123.5,7
-1.9,28.5,4
-27.3,124.0,11
-27.3,123.9,4
-27.8,123.2,2
-27.7,123.1,5
-27.8,123.0,1
-1.6,112.7,8
0.5,20.2,4
-1.6,112.6,30
-21.7,-170.5,1
-18.4,122.6,34
-18.4,122.7,54
-18.3,124.1,126
-18.2,124.1,17
-8.6,-51.1,40
2.4,20.5,1
-12.0,37.8,4
5.1,28.8,5
-18.4,123.9,47
2.3,20.4,1
-9.9,106.6,8
15.7,-95.6,4
15.8,-95.5,18
3.4,114.1,4
-16.8,123.8,9
-16.6,123.9,48
15.8,-95.3,3
15.8,-95.4,70
3.2,113.6,1
3.0,-2.1,16
3.0,6.6,2
-1.6,28.6,5
-4.8,95.3,4
-4.8,95.2,1
3.0,-2.2,30
-16.6,123.6,25
37.2,55.9,2
-9.0,39.0,1
1.3,9.5,5
-37.1,153.3,4
4.9,7.9,2
-37.1,153.4,15
37.2,55.8,3
-4.9,11.9,1
-18.5,123.5,1
-4.6,12.4,1
2.2,-9.6,9
-8.7,-51.0,25
32.2,-54.0,1
33.0,-52.2,3
-11.3,135.0,30
-11.4,134.8,17
-5.7,138.9,1
-5.3,105.7,1
-5.2,105.9,2
-11.2,134.8,22
0.6,20.1,1
-2.5,-74.1,7
-2.4,-74.1,2
39.0,-56.7,7
2.3,-8.6,3
7.3,33.7,3
0.9,-71.3,3
-9.8,36.7,3
-30.5,151.4,3
-30.4,151.5,10
-30.5,151.5,3
1.6,24.4,29
32.0,-51.4,4
-1.7,116.6,7
-37.3,20.1,1
-19.5,30.5,10
-37.2,20.2,2
4.0,-3.6,2
5.9,28.8,2
2.8,-6.0,7
-0.6,-70.5,20
38.2,-57.5,3
38.2,-57.6,1
3.4,-3.7,24
38.3,-57.4,1
-0.7,-70.5,11
15.7,-101.5,6
15.7,-101.6,18
-21.8,17.4,2
4.4,33.1,5
4.6,26.4,5
2.9,-5.9,1
2.9,-5.8,1
-21.9,17.3,1
1.1,20.9,8
-33.8,-137.2,2
4.3,26.2,6
21.0,43.7,1
1.6,118.2,1
0.9,117.8,1
-28.7,152.6,5
-28.6,152.6,12
8.3,27.8,1
8.4,27.8,1
-28.7,151.9,3
-16.6,124.1,59
-16.5,124.0,12
-15.3,124.9,1
-37.6,19.8,9
-1.8,-75.4,15
-18.3,122.8,82
-2.1,-74.1,2
-28.5,152.4,7
31.5,-54.0,19
-25.6,-119.6,1
-25.7,-119.5,1
-12.7,32.5,1
-16.6,124.0,75
5.0,26.9,8
-4.2,142.5,6
-0.6,28.4,9
41.8,-55.5,2
-12.7,32.6,2
5.2,27.0,3
1.7,20.9,6
-0.5,28.5,22
-2.0,-76.0,9
-2.9,-74.2,3
9.5,28.9,11
15.4,-101.0,2
-1.8,-76.0,2
0.1,26.9,23
-2.5,-75.5,1
-9.1,-51.9,10
-28.7,151.2,20
0.6,20.8,1
10.7,-114.5,3
-2.4,121.9,19
-2.3,121.9,22
-2.1,122.1,2
-1.9,-72.9,8
10.7,-114.4,1
-17.6,125.0,5
-17.6,125.1,4
-16.8,143.2,7
-2.1,62.5,1
2.7,-9.9,18
2.6,-9.9,3
-30.4,151.7,4
9.5,28.8,7
-30.4,151.8,1
-16.8,143.0,6
-2.4,-74.0,3
-2.3,-73.9,6
-2.0,27.1,1
32.1,-51.5,8
32.2,-51.6,2
32.2,-51.5,55
-29.1,151.0,1
-29.0,151.3,4
4.0,26.4,29
-1.8,27.2,2
-20.7,-175.0,2
-20.6,-175.3,10
-11.4,134.7,18
-11.0,135.2,29
-3.3,-40.1,1
0.0,132.8,2
-3.1,69.1,3
-3.1,69.2,4
41.0,-52.6,2
-16.6,143.6,6
-11.0,135.3,25
0.4,21.0,2
-16.5,143.5,11
4.5,33.4,13
-2.0,-76.6,4
-8.3,20.3,1
4.9,124.5,3
3.7,-3.6,11
-16.8,124.7,15
-16.8,124.8,18
-4.9,25.0,1
-7.6,148.0,4
-29.0,151.2,8
-37.8,19.5,2
-26.1,123.5,1
5.8,26.4,16
15.3,-102.1,12
39.0,-56.6,16
5.4,111.1,6
-3.0,34.5,8
-4.9,106.2,26
0.1,28.9,8
-9.6,163.3,2
-9.6,163.4,1
-0.4,27.2,1
-6.4,154.2,1
6.7,26.1,3
-6.3,154.5,1
-24.8,17.4,1
-6.3,154.2,2
-8.2,26.5,2
-6.0,-74.2,3
-1.0,23.9,1
4.2,-5.8,2
2.5,25.5,1
4.1,26.4,57
5.1,25.8,1
5.5,26.4,8
-29.5,153.8,3
35.4,173.5,1
-1.9,-76.5,2
-30.1,154.1,18
15.5,-98.5,37
-2.6,73.2,1
15.5,-98.6,35
2.5,-8.6,1
-0.7,-70.6,131
-0.6,-70.7,4
-0.4,-70.7,1
0.8,-71.3,19
0.8,-71.4,3
-16.7,124.1,9
-16.7,123.8,12
-8.6,-51.0,16
-16.6,123.8,61
-11.3,134.8,49
-16.5,124.1,20
-16.6,123.3,30
-16.7,123.1,5
-4.3,9.2,1
-9.2,-51.9,3
-20.3,29.0,1
4.3,26.6,2
-19.0,119.2,14
-19.0,119.3,4
-20.2,29.1,1
1.2,20.9,11
-2.3,121.8,9
-16.8,123.5,6
-10.1,52.7,4
-3.5,-42.6,12
-18.2,122.8,19
-18.2,122.6,3
-0.1,29.7,3
-3.6,-42.6,18
3.5,116.9,2
-3.0,-75.3,1
3.9,-5.8,3
3.6,-6.0,5
-6.4,-74.3,3
27.9,-53.8,1
-7.7,149.2,1
0.5,25.8,1
-7.8,149.1,8
-7.9,149.1,3
-0.2,132.2,2
-0.2,132.1,1
-0.9,121.1,83
-1.8,111.9,4
-1.7,112.0,1
-28.9,151.2,19
-16.5,123.7,19
-16.4,124.2,2
-23.8,120.8,2
-10.6,103.1,11
-1.7,112.2,2
-2.4,25.7,2
-1.9,112.1,2
-1.8,112.2,2
27.8,-150.8,1
27.5,-150.9,1
27.7,-150.8,2
-28.9,152.7,6
32.5,-52.9,6
-37.1,153.5,22
-16.7,143.4,22
32.6,-52.7,5
32.5,-52.7,16
-16.9,143.2,3
-10.3,105.3,2
15.4,-102.0,8
-5.5,138.9,1
-37.0,153.1,1
-36.9,153.1,2
-36.9,153.4,1
-16.0,142.9,8
-27.0,123.9,1
-4.3,10.0,10
-2.1,-77.2,8
-28.6,152.5,5
-28.7,152.4,3
-36.6,152.7,2
-16.5,123.9,13
-16.8,123.3,4
